0.03415148	-0.02976016	-0.16703042	0.2959263	0.063777745	0.21718082	0.22189072	-0.066594936	-0.029482512	0.18974286	0.08753662	0.17209665	0.15077218	-0.2378612	0.05264752	-0.0095453495	-0.029987965	0.05558188	-0.05639016	-0.19253422	-0.10576899	-0.19310024	0.059858628	0.0032580541	0.18758878	0.09481069	0.31172913	0.15436654	-0.21129952	0.2736123	-0.071869396	0.023485979	0.27315277	-0.03251288	0.08041728	0.03879039	-0.06372278	-0.27487096	0.05596889	0.1451	0.038817137	-0.12216344	-0.053559754	-0.039438967	-0.14712879	-0.17516823	-0.11705919	-0.25272575	0.11397832	0.13782434	-0.10433813	-0.4545756	0.40953988	-0.1255536	0.016174823	-0.14436154	0.14469244	0.05277933	0.26029363	-0.20284311	0.20178807	-0.07477235	0.09432672	-0.1061108
0.08884668	0.104703106	0.19459781	-0.24784862	-0.18330975	-0.1091293	0.050155308	0.0327644	0.22035797	-0.12715203	-0.09575527	0.048510227	-0.0060416693	-0.06704662	0.10056788	-0.0057225665	0.10733155	0.22056945	-0.048181735	0.17293832	0.06304224	-0.17973249	0.00050510326	-0.25416085	-0.0706184	-0.05390673	-0.14579853	0.056905832	0.12133378	-0.005121062	-0.052834835	0.02244428	-0.008199272	0.11993378	-0.118365414	0.080591165	0.1680606	-0.07129388	0.027489517	0.16519071	-0.049857255	0.13227837	0.0857446	0.0027259234	0.21355939	0.12994854	-0.012078585	0.1741911	0.00705854	-0.16749057	0.3001967	0.0819633	-0.08755885	0.025866177	0.13240787	0.034739163	0.05402109	-0.115918964	-0.29411906	0.0028990547	-0.108948275	-0.030816425	0.08628692	0.21712522
0.11837034	0.12192877	-0.18176712	-0.17330988	0.096420966	0.31777653	-0.033104576	0.058357533	0.11858113	-0.14901978	0.17062084	-0.036138464	0.13833848	-0.14555384	-0.07233038	0.086952664	0.039832614	-0.16311121	-0.16516075	-0.07153148	0.28366467	-0.26652074	-0.06407593	-0.17996205	0.34083325	-0.16043696	-0.06671187	0.10167492	-0.015448619	-0.18406314	-0.076357484	0.30934942	-0.0970651	0.15887111	-0.1024536	0.12654243	0.19788793	0.030813651	-0.290035	0.075339615	-0.031452272	-0.018252378	0.012880238	-0.33835858	-0.049370747	-0.16960298	-0.13099799	0.05838971	-0.037084825	-0.12878145	0.17060049	0.027912613	0.029526807	-0.33532265	0.35087907	-0.17316163	0.079678416	-0.14803241	-0.08466157	-0.017116137	0.00693223	-0.10814263	0.36519626	0.19581343
0.020150198	0.018293262	0.10144606	-0.13273081	-0.14688669	-0.045289427	0.15800728	-0.019725805	-0.121266365	0.008675078	0.08795537	-0.117867075	0.21879998	0.03343506	0.023531731	0.09195061	-0.1396418	-0.19867808	-0.0085435	0.31862247	0.19141874	-0.23830467	0.050939325	0.18928902	-0.018338881	0.028457956	-0.113078125	-0.025482826	0.03666725	-0.11294704	0.011399752	0.0473161	-0.10863254	0.34831622	-0.11118001	-0.21680361	0.21862851	0.10450974	-0.045194816	0.062094007	0.021907356	0.19638078	-0.2331401	0.0033809731	-0.06603569	0.012243948	0.102579	0.066747665	0.10070329	-0.05537796	-0.12615746	0.08419303	-0.005851974	-0.011032564	-0.041046996	-0.14430542	0.060169406	-0.36058977	-0.06429467	-0.051665653	-0.076305926	-0.035505857	0.23391806	0.22214562
-0.00835195	-0.071262196	-0.22917432	0.21915808	0.16478628	-0.25351498	-0.10891727	0.30536973	0.110171765	0.0056385244	0.20136924	-0.44331324	-0.3399438	0.17752181	-0.30333757	0.21941681	-0.39480594	-0.3003776	-0.094653875	-0.058676846	0.13989544	-0.23003125	-0.03750339	0.18156946	-0.10038368	-0.08282187	-0.15145727	0.12175947	-0.26371703	-0.067234516	0.48705277	-0.30667078	-0.27243888	0.3742173	-0.048457578	-0.13611835	0.25112626	0.36651006	0.052497163	-0.22645581	-0.010929151	-0.0395109	0.07706002	0.0729897	0.12198559	0.11823366	0.04714838	0.034757096	-0.11796474	0.107506886	-0.16801365	0.048203785	0.103026465	-0.13074417	-0.0072743483	0.020178596	0.22410025	-0.019786647	0.055858556	0.25792882	0.062415518	0.22502077	0.2979161	0.1334443
0.08060513	0.080317676	0.03804174	-0.20165111	-0.13021058	0.22871168	0.057127345	0.06865479	0.08827251	-0.067874275	-0.10804005	0.02601018	-0.02786492	0.0073548676	-0.08417054	0.09411481	-0.10376106	0.08925827	-0.03778676	0.08072371	0.10988699	0.038543403	-0.0670496	0.03340126	-0.02136978	-0.13863958	-0.10904906	0.061329175	-0.08962226	0.07592379	-0.08942187	0.1324916	0.18701613	0.1931848	-0.18949708	0.003206866	0.05104439	-0.042272173	-0.008280722	-0.05399934	0.0646565	0.23379493	-0.16670682	-0.031529006	0.14071067	0.08552201	-0.2607952	0.044673406	0.15674351	0.066232294	-0.028386699	0.100445636	-0.10724384	0.101738706	0.07003044	0.18650022	0.05205595	0.12494195	0.051529046	0.13789077	0.17420997	0.111531034	0.07824948	-0.057070613
-0.0071302336	-0.021703295	-0.02589661	-0.17862976	0.22426529	0.24770051	0.040822614	0.16294195	0.17318857	-0.10498109	0.1197152	0.05572312	0.15750177	-0.10918647	-0.110593766	0.31514597	0.026963275	-0.23136537	-0.04210558	0.16122016	0.0012137294	0.16647676	-0.0975569	-0.098379456	-0.10274161	0.038200356	-0.14802414	0.07316529	-0.13616645	-0.28808767	0.0016595924	0.3466451	-0.03054582	-0.03609008	-0.1371394	0.049419418	-0.13461424	-0.06520066	0.0072636097	0.17431803	-0.06381447	-0.037761245	0.08755058	0.10361756	0.030531114	-0.30618766	-0.25024986	0.17594159	0.1878581	0.08761446	0.15871073	0.00039657348	-0.09225537	0.057815738	0.06382414	0.14085977	0.18763866	0.29245457	0.19483894	0.25629684	0.2578115	0.17709537	0.018438421	-0.15334128
0.058580425	0.13221863	0.25612175	-0.1653374	0.089978755	-0.07674662	0.022412606	0.014366965	0.17402	-0.106831044	0.0834097	0.14253575	0.038134437	0.05201178	0.106175855	-0.10401073	0.63204205	0.19478668	0.16638134	0.040871564	-0.099554315	0.3200955	0.021847367	-0.3483392	-0.034090407	0.17331834	0.035482116	0.013894271	0.14162414	0.08470053	-0.0065332516	0.102800615	0.06912618	-0.34227464	0.18270873	-0.17855026	-0.12921748	0.00024364563	0.21128869	0.32618895	-0.37583026	-0.033869553	0.10941711	-0.020441853	0.04725725	-0.19726948	-0.0024512587	0.04752084	-0.029704677	-0.026158698	0.32452756	0.1926796	-0.2079168	0.09586432	0.06704175	-0.11533334	-0.18241397	0.010538979	0.04518964	0.06207408	-0.21317211	-0.15481314	-0.39630437	0.06910335
-0.036269594	-0.028438916	0.15377323	0.13232501	0.019451085	-0.10800428	0.07329023	-0.1167929	0.20034719	-0.03492643	-0.1746933	0.1286817	-0.12857719	-0.0002998023	0.019197073	-0.2190209	-0.06712104	0.06057656	0.25670773	-0.1683902	-0.13334525	-0.12549123	-0.07917191	-0.09751422	-0.28360558	0.060618725	0.026710663	-0.13434409	-0.07460625	0.12841718	0.06711438	0.15616335	0.14720288	0.039246168	-0.14064051	-0.0641115	-0.047315534	-0.14419065	0.20582971	0.110163525	0.27283272	0.102218986	-0.10023873	0.17986172	0.23143707	0.14777607	0.11125373	0.027493987	-0.07099343	0.30046362	0.11672518	0.07004101	0.026699375	0.3120439	-0.09153972	0.32387233	-0.062147938	-0.02692391	0.3088979	-0.00057457306	-0.017638495	0.07681803	-0.033477705	0.094505206
-0.04881831	0.1750555	0.15978642	0.02915368	-0.12183964	-0.14248371	0.16633877	-0.088753656	0.03940616	0.19654651	0.23120593	0.09497842	-0.0052117393	-0.019304918	0.19618149	-0.15616028	0.153841	0.33899355	0.0028013012	-0.046095453	-0.10697896	0.15854016	-0.103810266	-0.124016166	0.07744742	0.16273794	0.08676568	0.12831673	0.15298596	0.124418974	-0.08460839	0.036113884	0.21940947	-0.2757704	0.29976726	-0.34616467	-0.16264701	0.09026794	0.11023251	0.19300246	-0.15852585	-0.0025529817	0.24593379	0.036817346	-0.015521561	0.09198768	0.104895994	-0.0100160185	-0.050486363	-0.21963099	0.15761197	-0.1466564	0.05728765	-0.024187481	0.08509313	-0.095895916	-0.04768281	-0.02738358	0.014801288	-0.09067247	-0.3162501	-0.19106059	-0.32681715	-0.020468993
